change_request_id|unit_id|sla_code|season_id|effective_start|effective_start_adj|change_request_justification|change_request_comments|sla_change_status|edited_user
7370|B025-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B50CE7AA8933424E6DAEF065E84300DAFC691DD3E291ED90168F69C17A0D5EB2C768E1AF05327C3D798083E6D972E962
7371|B026|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F7A03F108B05F6393161418DC986A42CD55BDE76E4268B7308B0E58D86E873776381156E4263443CC029AEC4DF151DD4
7372|B028-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E6BEF967D78E7A8E088F19D771F1A14E2A01271782ED2197C9E632980838BBED78183178846C2A894D2FEA24701E89D7
7373|B028-03|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000281B8FA7F70CEE1011C0FBFCBCBA4EA6D2588B7134952072B973871B309308A2F397A03BC4EC20073775D8B03F2E6482
7374|B032-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C959F5797E811F475AFFD121D6D40A828C2B9427BAFBE70492CDCD48E1172CCEE1D1E64AFFBCF0D8831FFD6B7BA10E56
7375|B032-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000027439FE1F1AD1D5ECAD79549C410C3AC6860CD34AD0903BDF86313F65EC21CDCB0786E56DDE4D0E4B411FACCDFC71F43
7376|B042|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C1AACE20AEA1DCB5ABDD933E73ADA12529751BC26136714296303EC14A858B4AEF2221A16EFA51BA577D771DA6CBF929
7377|B043|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000065F6D9D82831000F7EF31A1905C4A56F0F9EAB37E1060A29A0AF9A05348F40CDC174867CFCD7D2AAD4BBD0C349198371
7378|B049|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000599050297EB4E0E806095C8BFFE88FDFD720CE7C4D6E766D0B5996799225524D9589AD2768A1C8B56F9830B620B1B7C0
7379|B050|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000FC82ACF5CEF606D874E5AB9FE397411DF080DA475CC67543EE2C045591E559815DCFC370CBEE0F9B8EE96572BF063C8D
7380|B051|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000057BCDA0A937B3B7F86E89C89204E80BC6281FA6BE92324116E1248AC802347B051B3DAFFEA8F9BC14858B4E39F47E284
7381|B052-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000542491B61531667CB26A005B51987D67A512EB9B476D18B8BE752F9E360A1330611A97A0621BFA8CB595945C92CB354F
7382|B052-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000FB73CFD7D545A02E11372D3596FB72C28203E24B489D18A1AD88CD435A870856160602DAD7B78A41A2AF5A4EB0E69840
7383|B052-03|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000016B350D07BB10D744338B35A8E2FCEFE59441A3BE5CCB39C3DC62A1746B38FD16D6785601F461C5E8851345F4B281735
7384|B054-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000221811F6162E9C4FB371267A2B6959341D94810D3E283B39B29656EE54E248F0F461AFB806B2B08B1E4887AA8F679223
7385|B055|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000000A0712E0D169D76BC9CD6A4D9F4A4F23F4488E7CBCB398930BC7DC42FEF3CE6DBA4FB62895AC1A8F65DC03224FD93B54
7386|B056|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000099DEE700990CD136249B0862D04D9178B3920926163C860E62E8BA4128DDA8A952BC0B2977C2BC045B3B7FE4AEE5A3A9
7387|B057-03|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E94F1DC405988E319DDD388345C2C85E4613A0653F0095D86335004D9D6D20F5746ECE401CEF09A2448BF96752FBAF11
7388|B057-04|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000219E194679036AA021B38FBB07C6EEC433AEEA2DA1CC237F33928A1C2589B50F7E598028C751B1FA27B5CF6C1EACF78D
7389|B057-05|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000FF85AE17FF2643464CAFD2CABF8C1EB199DE5F2254267C80A5F946F6735ACA6026AD49751BEF562234D09AAB7F9A35F8
7390|B057-06|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F1E891CB6CEDAB091444940D8E5677F75314827FDE9E72077C2BCC2018A32F55C4F95726E4BADAA600F53ED4A679FE27
7391|B058-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000DF1B9A9D90AC527C90045195F7A3FC3A5D5840A5D2971D258AA188E7CF5CC496E8E925D62020E5C4F712C94484235775
7392|B060-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E255ED4A536D8AE1973A7102C9FA7ACDB0C3CE8CD3C6ECE715D637A8DEB4A182235B7FADE1B5319D963C424DD611D901
7393|B061|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B5FF204ED9FECB5A0C9CAD28D94F23CDB995B628297697692C85B34417CB7C401DEF652E1005B4DDD8C1DC795C1F8D39
7394|B066-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000D2B8085C7D514820266A8EE891A4910DA10C6465D3B11F941C991546847FF9139F2AE2AF95CFC074BBB6737C90BD18CF
7395|B066-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000022A756061FDF5C286097D973E7E17D64B69816D3BC4C00DB9708BC530E2496A04DCD6C8528D90801958C635F0DCC70B3
7396|B068-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006935A3DC705900B9D1BFBB3C9600CE201A1268933FDA93812E467AFDE3F453A91AE96A59547BF0E08711D60E354F424D
7397|B073-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007450B4203DE8B5353E7EA26D122977F5719D49B52F433E158A63F58C159C9CEDD63C3243D4E001C13C9486A0F99AB2F2
7398|B073-02D|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000CE1C07F0C7B8543CBFE92AF6484E95C6E26F27496C2DDFCBFEA513E04CAD86D41DE7FB625065E22052DF003A89028273
7399|B073-07|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004600FEF330E765A82EA233A31F167F4F6422D08FC3D56388A51A410F2B14E650BC25EE96C8A8EB6F49FEDC447010671D
7400|B073-09|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004AD97F61BD90338299FC2953E972CDC0A600124F5CCA261313D216C5A654DC96B49E3BD50854530B81C91C62ACFB0703
7401|B073-10|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000040691559A4F8111FEDE9CB96EE0F30AAA5BE6C7FD0931426B0DB51852C1EBFEFE3596665AAB252DE2EECBC1FC983AE30
7402|B073-20|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004FE328E93B9826A7F71E05BDC23489E50B6076D9C204029234DE032B08A35D6C6A419831ED18029880BC7877118AF64E
7403|B077-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000090E248E3759F7C816E3264C985E36BDA282933B1220BD9624478C48A21EBE4C96B40F825DA996D41771219198BE24943
7404|B078|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000053FB264BEDE763DFBEBA0E3D9465A04DA6D3F0850153254144F4655762DE30D3E39A3A020617369F4EDD92E82E4ADCA3
7405|B079|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000097935CB4B568FD0B0AE7F732EB7CB4D483BD7C3DAC12DA6A02B5E929EE7C641EF22350C03C2C0DE19407B6668B6869B4
7406|B080-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E0269D93627686DD2C267EC896FBFA19BCDD62E231D733F4A05354B52D919E0C63794E9B6ADD11F3066299420E1EA692
7407|B082-01B|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B18503F27265DC5C2D340D777BF620C2108F3BBDFBEAFF6122A7BF4B6210D41EB5BEED5153661E10694013C2C527A3E6
7408|B082-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C074939E19C05B42A04F94633ECAF784A66A88257B6935C907F4A86C5F27B66F70C4061EE374DB5118500644807BA3CF
7409|B087-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000009537F767B02FB778427A9C19B8A53812935C8361FE0BEAC76DF5B8E6FE3B82FF6F4B525DE2F32FE2BA8F4618AF14A78
7410|B088-02|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000014E7EDC1E493CF89F8B9AD115A8D9787FCDC67390B5E298206ABEF0B1BF2639D550F563B192587B5990A4C851FFF3351
7411|B088-03|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000000E6448809AEF7687B822D2452DA788E9C28D1260C0AF3362B8BD18A5A32600AAF8D3196CD34950E9B954738B22AC21B0
7412|B090|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000006B66E083C72AF39C95B0B4227C12BF66CA942A2452BC72F4F7CB2E99BF107D7C2EB53E079F4F2DF7177AC32AD1ED53
7413|B093|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B7382FB90A0ADC30FDEA449F04FABA749EA64D0BBDEB3530F1FECE0854B8C8A776244D9AB07A82C55486907F05261CCD
7414|B095|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BA9D102AB53E37AB16B7A04555939E3A824E1A1A3ED2DE60E6A48AF33D09F9FC8B56C151575F90B24F1C4D3C74109A4B
7415|B096|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000054456DCF840084C71C57E5DEBF3FF739117FDF57410FC8C2D969F5E0D0377E361A77270B9BC3C970BD556EA5141B2D53
7416|B097|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000763D9440220FFBAF8EA3612010B4E9769D89DF7D5667A811AEE146AFAEB068E870EC25B0DD630EC09F7B57336E77586A
7417|B098|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000008457D6192DBFA1D1850208030E2363EA25BD70DBCFF916EB470EBA58B3AA907575BE2DB99FE6091C9525CBA327C24251
7418|B099|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004DA2983D26EE1EAEA51C9AAA09E9333C3CFB7136AB7A47F31EDF8365ED97F08725C11307A0DD30F42EFADE8826D122AE
7419|B100|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000030ACCBCB279C43AFC27EBF83234572C12302FF9567273FFD6F253F0AF54F01E0A3D81553C4D7F7EDA638CC4454FAF155
7420|B102|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BB060485AC640108FFFDD37D1BD304DB1DA4C456BD04E299952D00EF0DB029C5CEF3F9269655075607C7988E69E4B8E1
7421|B103|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000039D333E50DFC47621570570B0A03E8317C7E4EC309F0C000D15FE025FC0B57CB06FC7C43CAAAC971371B60E927B7E3C5
7422|B105|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BF57B75A581C23C473E79BBC91CE7CA1E1B38E0674D40E8086D1DD6D481C7DEDEFDC42C8FE834B9845866157312F8AB6
7423|B106A|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002CE397F3E8CC39B53F1ADFD318BF69232434C217225EB89F009BDEA3BBB4B5204D628A23030EF1FF640185BF1AB86E2C
7424|B106B|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000DACEC3FDC807422678BDAC1B0AC3EBFEB9F5A82B8919393C077E8BE2CDF55B4871E71B3D1B32F7D9312847F28712D4C1
7425|B107|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004C47EB354BAB10F1A88302155AE85CABC3F26AD386982761F7E46016D3992C9BC2056E9BABC02EC6F60C4FE6A07F06C4
7426|B109|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000000102C244FE8350C93BC33F7F9006449CA51DED0C4342FEC4E15AADC1BB09738C1314A8E0C730072422D365DA815FF616
7427|B110|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004F3CD28B6E1890F70E0DB925F519628E21EF4B2F82B990E632559913A734BF30551CE58D92A753F4141C85778CFB2990
7428|B111|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007758F4F903DBA435E5B3C1C75A8913B8D082579013AE300CCB6D6DE487D1113C2ED46640AAB680A95EC8665654790A1A
7429|B111A|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007B5C5DB73125E8F7F0260AE6E8055E26ED9F3D65946853E4532B74B0F78E692796B0FC36431E654D99B797B02E75A85E
7430|B118A|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000CD9BDE392E891C6E0E71461124500CDB99C4347CB8F5D41ACE875DDD2B6F146608F2EF12BD0C583553D9C151CAF76FC1
7431|B118B|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000CDF5E59C2B2387AB46580BE47AD8D0AA4ACB2A3D8EF1B3A4D60B2BA3F916423350293CF7CED753AC85B69DB7986E8E56
7432|B121|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000AA3CCBED062FD9BED6B0A96B7EB168E50F8854B3852EC50AD6F3C695A50058987F6410E01620BC628938FA69383DD63E
7433|B124|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C82410F416AFF2D3AED64B1A0BE4E55B6CD45D842DA8582AD15810718E2ECB2ECA9300DB2CDC73FDDDD755A8B746855B
7434|B125-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000064C0A92F7E3CCDC9E1254E14DB445501F60E0777A1E1BBAB2355E9EEA7A05CC282A46DCB2EED565F3F7C69D0F1FB4B8D
7435|B126-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C5DB32BED5923432CAC31E6A3F0BF92F0DE0FE9E95F38A7614CCA9C38727B6C87EE6E1BE81F6ABD1A0F7D009C5537880
7436|B127|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000030C1E7DAA6B59E8BD616D7369CDB4C3B611BE6DD38718279FFB6F60B200691D9BE90B3241CB4FA7341ED9A01A107B885
7437|B128|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004198C3A31D3E7E6F29EB2E9089328911E4A5066EF7A6ECB2B4E7D06957F93B90F8F8506BCF55D0D4F0D6432D95C1FD46
7438|B129-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000D3E2E28307D851E00D39167506C90A1BB0402BE704DD1B28E9B4A87BFAB51F4AACE0686B2DA64FCC2127E29899D4B32C
7439|B130|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A25CE43A9C0D01067254B3027382C5275C1D8412A48959F193CBE6D3A26796F49EEEB8E3FE5C45A9BE8F1C7823FECEDD
7440|B131|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000005305A9EAA68DF788CD24361E83359E3473C6EB8F7C9940D939DBEA337BB0E2D8BD07AB7891D600A9B2DB2BBD6F703FB4
7441|B132|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000042E004584766B85A0C03A47E4A37532B226A7CD40E93B8583ECCE3774CF366A65819DFBD9423721C8585589A933B080E
7442|B135|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000009CA106D8C705776D7EE7AF4011DDB70903E62A71C264247D2F488886FBC4BDD29726FEBAAF0674C8CCA48EACC1F1838A
7443|B137|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000ECB4DAF54DF29B6603723F7B1D9FEABF0D58B1CF11211083BBC5AEE3575094120E99137EBEBE1637F8887CF768E224A9
7444|B139|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000009B9CD09F0AA0C8CCD474291219F7F8686AB61146FD8A27973B03544A05D03DD07EB34F5B4F16185803EAE94B06999840
7445|B140|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000926969919D2A5623AA08D57114008E19BA3B4FAA69D0079B141F8FE57DB8E03EFEDF8AC77B44E96ABBA4924340180727
7446|B141|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000006A0732FF458BD462C8AD06F36F18A079A1952D4584E4D789627FF8CD83E6CCE9D8E3BDFFED27780A06992094099632D
7447|B142|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000560083BCF8DB264EEA5B94B603104B3A0CEA8FD9C11A92E7D37823DA0A018534E3218D90F81542D1687534550CD0F37E
7448|B144|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006385330CB91637D2257BD8248D825F8F5024FD014637D15B6E98D8D05CA7D98DD3D0AA5E9574101E02776114C7E3E87C
7449|B145|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007FD0B6A6EAB9457E165A2AB8AA00E835C92667AC17FF1CFC7263FA7B9C81F44C5A6E732F55EDFE241BC4883C7645232C
7450|B148|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007012D0E1203F2633E60CC2FA5C2A8AA90106BE9282395D9057A2B8C106E26799179424110BD1E10BA1D360D89E602532
7451|B149A|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000004C42C291C82AD8ACA25F5981B388E4F7BF08B6D33D243D5ADC5B04749A16DABB9576919E5157D1D18ADC1E151C970E33
7452|B149B|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F24CB4F15E2EF61F7745FFE05FAEA2C408D52D569323DA43D0840AB6B947611660E4F990A3B37F753696AC41A0A410B6
7453|B150|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000009F96FE5CA21B6F1F2E69171BC46322767B52709B0D74432E12588DDD9B830319C07EE0C6B96F065A858E6DBE7F89F2F
7454|B151|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C43AB0C89C631671E9DF9E00EF40FDB8ECF6CD66872B9FAF50B14B9776B3C2A9BEEEA65DC07176430DBD075D2C539424
7455|B152|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002E9FBCF7853857932493A654462CE573BB496F99EE6DEAF2EC032138F44189CEAC8589388B04C531319ADFDB7F4266D5
7456|B153|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000008E0A22F89823BA212A00ACBDDDFB1242BA47B20693968745D31E880A52590DBC91E613E0DFD28BD50A7CF4D806B8623
7457|B154|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000009968ADA8AB8848DE9685C38E3CAFE9B62939D703506F3E6A13DE25C63C4CEAD3F5C9A791DF1B9444F259D44C954D776
7458|B156|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000005F61DD334326255F12A53CB545805BC4DE40873189A2B4B8DC0DA94F98C7FABCF38F70A4AAFA6AE9DA2F5B1DF4986778
7459|B157|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000126E835BE2FE5909B167566E79D62E81A16F14C329FA106BA7F77094F5A82D94E20203143AE3389A2404B193211126F5
7460|B158|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000642CB66F1C599E2DB7DAD58653A04CE84A10FFA0E57B02EAA672B7FB5B72A06AC2D3C9553E7052EB6B9E7217FBB67307
7461|B159-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000009D72934E635D5DE2B27D72090FCF9BD51E45B7BE5357AA77D4144460E5D6AE09FB53E48EBA178E06637911EB6BCEB634
7462|B161|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002FC15728D321C276C2CDE02C01644F6C90BBD2AAAED18E2A66D229A8A69A45F3BC7E604493D6F211AF0EB9EE10E46E16
7463|B162|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A1540B8CFBC60D1A3A4818E360A7AC16F28045E9B79F3A335A56F7C3262E8040335EE57CCE0A73319138BAD524B2B0EE
7464|B163|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000008FA4C40C2C6C8076894AABC96A939276F24D5511E2DA8E49B94951BF9053C28F75EE8C1652CADEEB678B4A47F99803AA
7465|B164|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000967F9A086760A2A90CA3B6341A7DF859FAC856B9F3FD5AD7895DD952EF98BD19CCE178E207C91A320BDB6D53DEFC6364
7466|B166B|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002CA98E6628899BE707A1F149A20F68F7E6A4ACBAB8C91A11F3C466EC051B058F8E9341B2F3154BDFC2225801678D4279
7467|B166D-01|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000007F4FB7C4BE373804AA14BA71A09F46C22395EF05DBCC167EA6215849C3D2E7EFD1BAF214FC6D132024B022090EDC47B
7468|B167|16|1|2020-04-05|2020-04-05|Due to closures, playground SLAs are suspended|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000EB0210656C3FA2F49F36C18754F9C654A87831AB97834407FC3196C670FEC4A72D984051C1DA50D5F2F4626635AE1B40
